doc_ID,date,sentence_id,context,detect_evidence_response,type_of_evidence_response,source_of_evidence_response,evidence_frame_response,associated_emotion_response,detect_source_response,journalist_question_response,country_source_response
202004211q,2020-04-21,302,"Si on retourne à la dernière pandémie, de 1918, la deuxième vague a été beaucoup plus dure que la première. Legault : Moi, j'étais jeune à cet âge-là, M. Laforest (Alain) : Oui, moi aussi j'étais très jeune, M. Mais, quand même, la deuxième vague, et le Dr Arruda pourrait confirmer, a été beaucoup plus meurtrière que la première. Si on relâche, est-ce qu'il n'y a pas un risque? Et comment vous allez doser pour faire en sorte de ne pas vous retrouver avec un débordement dans les hôpitaux? M. Legault : Bien, c'est ce que j'ai entendu plusieurs fois le Dr Arruda, ici et en privé, me dire, c'est qu'il faut y aller graduellement puis regarder, tester, voir l'évolution selon la réouverture.",non,,,,,non,oui,
202004211q,2020-04-21,303,"Legault : Moi, j'étais jeune à cet âge-là, M. Laforest (Alain) : Oui, moi aussi j'étais très jeune, M. Mais, quand même, la deuxième vague, et le Dr Arruda pourrait confirmer, a été beaucoup plus meurtrière que la première. Si on relâche, est-ce qu'il n'y a pas un risque? Et comment vous allez doser pour faire en sorte de ne pas vous retrouver avec un débordement dans les hôpitaux? M. Legault : Bien, c'est ce que j'ai entendu plusieurs fois le Dr Arruda, ici et en privé, me dire, c'est qu'il faut y aller graduellement puis regarder, tester, voir l'évolution selon la réouverture. C'est pour ça aussi qu'on dit :",non,,,,,non,oui,
202004211q,2020-04-21,304,"Si on relâche, est-ce qu'il n'y a pas un risque? Et comment vous allez doser pour faire en sorte de ne pas vous retrouver avec un débordement dans les hôpitaux? M. Legault : Bien, c'est ce que j'ai entendu plusieurs fois le Dr Arruda, ici et en privé, me dire, c'est qu'il faut y aller graduellement puis regarder, tester, voir l'évolution selon la réouverture. C'est pour ça aussi qu'on dit : Ce n'est pas une bonne idée de retourner 1 million d'enfants dans les écoles tout d'un coup.",non,,,,,non,non,
202004211q,2020-04-21,305,"Et comment vous allez doser pour faire en sorte de ne pas vous retrouver avec un débordement dans les hôpitaux? M. Legault : Bien, c'est ce que j'ai entendu plusieurs fois le Dr Arruda, ici et en privé, me dire, c'est qu'il faut y aller graduellement puis regarder, tester, voir l'évolution selon la réouverture. C'est pour ça aussi qu'on dit : Ce n'est pas une bonne idée de retourner 1 million d'enfants dans les écoles tout d'un coup. Il faut y aller graduellement, tester, évaluer, voir la situation, comment elle évolue, puis là réouvrir un petit peu plus, un petit peu plus.",non,,,,,non,non,
202004211q,2020-04-21,306,"M. Legault : Bien, c'est ce que j'ai entendu plusieurs fois le Dr Arruda, ici et en privé, me dire, c'est qu'il faut y aller graduellement puis regarder, tester, voir l'évolution selon la réouverture. C'est pour ça aussi qu'on dit : Ce n'est pas une bonne idée de retourner 1 million d'enfants dans les écoles tout d'un coup. Il faut y aller graduellement, tester, évaluer, voir la situation, comment elle évolue, puis là réouvrir un petit peu plus, un petit peu plus. Donc, il faut y aller graduellement justement pour éviter la situation de 1918.",non,,,,,non,non,
202004211q,2020-04-21,307,"C'est pour ça aussi qu'on dit : Ce n'est pas une bonne idée de retourner 1 million d'enfants dans les écoles tout d'un coup. Il faut y aller graduellement, tester, évaluer, voir la situation, comment elle évolue, puis là réouvrir un petit peu plus, un petit peu plus. Donc, il faut y aller graduellement justement pour éviter la situation de 1918. Le Modérateur :",non,,,,,non,non,
202004211q,2020-04-21,308,"Ce n'est pas une bonne idée de retourner 1 million d'enfants dans les écoles tout d'un coup. Il faut y aller graduellement, tester, évaluer, voir la situation, comment elle évolue, puis là réouvrir un petit peu plus, un petit peu plus. Donc, il faut y aller graduellement justement pour éviter la situation de 1918. Le Modérateur : Au tour d'Isabelle Porter, Le Devoir.",non,,,,,non,non,
202004211q,2020-04-21,309,"Il faut y aller graduellement, tester, évaluer, voir la situation, comment elle évolue, puis là réouvrir un petit peu plus, un petit peu plus. Donc, il faut y aller graduellement justement pour éviter la situation de 1918. Le Modérateur : Au tour d'Isabelle Porter, Le Devoir. Mme Porter (Isabelle) : Oui.",non,,,,,non,non,
202004211q,2020-04-21,310,"Donc, il faut y aller graduellement justement pour éviter la situation de 1918. Le Modérateur : Au tour d'Isabelle Porter, Le Devoir. Mme Porter (Isabelle) : Oui. Bonjour à tous les trois.",non,,,,,non,non,
202004211q,2020-04-21,311,"Le Modérateur : Au tour d'Isabelle Porter, Le Devoir. Mme Porter (Isabelle) : Oui. Bonjour à tous les trois. Sur le même sujet, là, j'essaie de comprendre.",non,,,,,non,non,
202004211q,2020-04-21,312,"Au tour d'Isabelle Porter, Le Devoir. Mme Porter (Isabelle) : Oui. Bonjour à tous les trois. Sur le même sujet, là, j'essaie de comprendre. Cet été, est-ce qu'il va y avoir des vacances, entre guillemets?",non,,,,,non,oui,
202004211q,2020-04-21,313,"Mme Porter (Isabelle) : Oui. Bonjour à tous les trois. Sur le même sujet, là, j'essaie de comprendre. Cet été, est-ce qu'il va y avoir des vacances, entre guillemets? Est-ce que les parents doivent prendre pour acquis que leurs enfants vont aller à l'école cet été?",non,,,,,non,oui,
202004211q,2020-04-21,314,"Bonjour à tous les trois. Sur le même sujet, là, j'essaie de comprendre. Cet été, est-ce qu'il va y avoir des vacances, entre guillemets? Est-ce que les parents doivent prendre pour acquis que leurs enfants vont aller à l'école cet été? M. Legault : Ah!",non,,,,,non,oui,
202004211q,2020-04-21,315,"Sur le même sujet, là, j'essaie de comprendre. Cet été, est-ce qu'il va y avoir des vacances, entre guillemets? Est-ce que les parents doivent prendre pour acquis que leurs enfants vont aller à l'école cet été? M. Legault : Ah! je ne pense pas qu'il va y avoir d'école cet été.",non,,,,,non,oui,
202004211q,2020-04-21,316,"Cet été, est-ce qu'il va y avoir des vacances, entre guillemets? Est-ce que les parents doivent prendre pour acquis que leurs enfants vont aller à l'école cet été? M. Legault : Ah! je ne pense pas qu'il va y avoir d'école cet été. Est-ce qu'on est capables de réouvrir les écoles pour un certain nombre de semaines d'ici la fin de juin?",non,,,,,non,oui,
202004211q,2020-04-21,317,"Est-ce que les parents doivent prendre pour acquis que leurs enfants vont aller à l'école cet été? M. Legault : Ah! je ne pense pas qu'il va y avoir d'école cet été. Est-ce qu'on est capables de réouvrir les écoles pour un certain nombre de semaines d'ici la fin de juin? Ça, c'est possible.",non,,,,,non,oui,
202004211q,2020-04-21,318,"M. Legault : Ah! je ne pense pas qu'il va y avoir d'école cet été. Est-ce qu'on est capables de réouvrir les écoles pour un certain nombre de semaines d'ici la fin de juin? Ça, c'est possible. Mais l'été, ce n'est pas quelque chose qui est envisagé, là, juillet puis jusqu'à la mi-août, ce n'est pas quelque chose qui est envisagé. Mme Porter (Isabelle) : Sinon, sur un autre sujet, on a entendu qu'il y avait une directive, là, du ministre de l'Éducation pour permettre à des étudiants en soins infirmiers d'avoir directement leur diplôme s'ils allaient donner du temps dans des CHSLD.",non,,,,,non,oui,
202004211q,2020-04-21,319,"je ne pense pas qu'il va y avoir d'école cet été. Est-ce qu'on est capables de réouvrir les écoles pour un certain nombre de semaines d'ici la fin de juin? Ça, c'est possible. Mais l'été, ce n'est pas quelque chose qui est envisagé, là, juillet puis jusqu'à la mi-août, ce n'est pas quelque chose qui est envisagé. Mme Porter (Isabelle) : Sinon, sur un autre sujet, on a entendu qu'il y avait une directive, là, du ministre de l'Éducation pour permettre à des étudiants en soins infirmiers d'avoir directement leur diplôme s'ils allaient donner du temps dans des CHSLD. Ça a donné lieu à une certaine confusion, des inquiétudes de la part de l'ordre.",non,,,,,non,oui,
202004211q,2020-04-21,320,"Est-ce qu'on est capables de réouvrir les écoles pour un certain nombre de semaines d'ici la fin de juin? Ça, c'est possible. Mais l'été, ce n'est pas quelque chose qui est envisagé, là, juillet puis jusqu'à la mi-août, ce n'est pas quelque chose qui est envisagé. Mme Porter (Isabelle) : Sinon, sur un autre sujet, on a entendu qu'il y avait une directive, là, du ministre de l'Éducation pour permettre à des étudiants en soins infirmiers d'avoir directement leur diplôme s'ils allaient donner du temps dans des CHSLD. Ça a donné lieu à une certaine confusion, des inquiétudes de la part de l'ordre. Est-ce que c'est vrai?",non,,,,,non,oui,
202004211q,2020-04-21,321,"Ça, c'est possible. Mais l'été, ce n'est pas quelque chose qui est envisagé, là, juillet puis jusqu'à la mi-août, ce n'est pas quelque chose qui est envisagé. Mme Porter (Isabelle) : Sinon, sur un autre sujet, on a entendu qu'il y avait une directive, là, du ministre de l'Éducation pour permettre à des étudiants en soins infirmiers d'avoir directement leur diplôme s'ils allaient donner du temps dans des CHSLD. Ça a donné lieu à une certaine confusion, des inquiétudes de la part de l'ordre. Est-ce que c'est vrai? Puis, si c'est vrai, est-ce que c'est conciliable avec les exigences de l'Ordre des infirmières?",non,,,,,non,oui,
202004211q,2020-04-21,322,"Mais l'été, ce n'est pas quelque chose qui est envisagé, là, juillet puis jusqu'à la mi-août, ce n'est pas quelque chose qui est envisagé. Mme Porter (Isabelle) : Sinon, sur un autre sujet, on a entendu qu'il y avait une directive, là, du ministre de l'Éducation pour permettre à des étudiants en soins infirmiers d'avoir directement leur diplôme s'ils allaient donner du temps dans des CHSLD. Ça a donné lieu à une certaine confusion, des inquiétudes de la part de l'ordre. Est-ce que c'est vrai? Puis, si c'est vrai, est-ce que c'est conciliable avec les exigences de l'Ordre des infirmières? M. Mme McCann : Oui, parce qu'il y a eu des discussions pendant plusieurs jours, là, avec les ordres professionnels, dont l'Ordre des infirmières et infirmiers du Québec.",non,,,,,non,oui,
202004211q,2020-04-21,323,"Ça a donné lieu à une certaine confusion, des inquiétudes de la part de l'ordre. Est-ce que c'est vrai? Puis, si c'est vrai, est-ce que c'est conciliable avec les exigences de l'Ordre des infirmières? M. Mme McCann : Oui, parce qu'il y a eu des discussions pendant plusieurs jours, là, avec les ordres professionnels, dont l'Ordre des infirmières et infirmiers du Québec. Effectivement, c'est pour des finissants, là, où est-ce qu'il restait un stage.",non,,,,,non,oui,
202004211q,2020-04-21,324,"Est-ce que c'est vrai? Puis, si c'est vrai, est-ce que c'est conciliable avec les exigences de l'Ordre des infirmières? M. Mme McCann : Oui, parce qu'il y a eu des discussions pendant plusieurs jours, là, avec les ordres professionnels, dont l'Ordre des infirmières et infirmiers du Québec. Effectivement, c'est pour des finissants, là, où est-ce qu'il restait un stage. Alors, il y a eu des modalités prévues, et l'ordre était d'accord, là.",non,,,,,non,oui,
202004211q,2020-04-21,325,"Puis, si c'est vrai, est-ce que c'est conciliable avec les exigences de l'Ordre des infirmières? M. Mme McCann : Oui, parce qu'il y a eu des discussions pendant plusieurs jours, là, avec les ordres professionnels, dont l'Ordre des infirmières et infirmiers du Québec. Effectivement, c'est pour des finissants, là, où est-ce qu'il restait un stage. Alors, il y a eu des modalités prévues, et l'ordre était d'accord, là. Et on a eu un arrêté ministériel là-dessus.",non,,,,,non,non,
202004211q,2020-04-21,326,"M. Mme McCann : Oui, parce qu'il y a eu des discussions pendant plusieurs jours, là, avec les ordres professionnels, dont l'Ordre des infirmières et infirmiers du Québec. Effectivement, c'est pour des finissants, là, où est-ce qu'il restait un stage. Alors, il y a eu des modalités prévues, et l'ordre était d'accord, là. Et on a eu un arrêté ministériel là-dessus. Les étudiants, à ce moment-là, peuvent terminer et être membres de l'ordre professionnel.",non,,,,,non,non,
202004211q,2020-04-21,327,"Effectivement, c'est pour des finissants, là, où est-ce qu'il restait un stage. Alors, il y a eu des modalités prévues, et l'ordre était d'accord, là. Et on a eu un arrêté ministériel là-dessus. Les étudiants, à ce moment-là, peuvent terminer et être membres de l'ordre professionnel. Alors, tout ça a été discuté avec les ordres professionnels concernés.",non,,,,,non,non,
202004211q,2020-04-21,328,"Alors, il y a eu des modalités prévues, et l'ordre était d'accord, là. Et on a eu un arrêté ministériel là-dessus. Les étudiants, à ce moment-là, peuvent terminer et être membres de l'ordre professionnel. Alors, tout ça a été discuté avec les ordres professionnels concernés. Le Modérateur : Merci.",non,,,,,non,non,
202004211q,2020-04-21,329,"Et on a eu un arrêté ministériel là-dessus. Les étudiants, à ce moment-là, peuvent terminer et être membres de l'ordre professionnel. Alors, tout ça a été discuté avec les ordres professionnels concernés. Le Modérateur : Merci. Maintenant, Olivier Bossé, Le Soleil.",non,,,,,non,non,
202004211q,2020-04-21,330,"Les étudiants, à ce moment-là, peuvent terminer et être membres de l'ordre professionnel. Alors, tout ça a été discuté avec les ordres professionnels concernés. Le Modérateur : Merci. Maintenant, Olivier Bossé, Le Soleil. Bossé (Olivier) : Bonjour.",non,,,,,non,non,
202004211q,2020-04-21,331,"Alors, tout ça a été discuté avec les ordres professionnels concernés. Le Modérateur : Merci. Maintenant, Olivier Bossé, Le Soleil. Bossé (Olivier) : Bonjour. Justin Trudeau, ce matin, a parlé de deux avions qui sont allés récupérer du matériel de protection en Chine et qui sont revenus vides.",non,,,,,non,non,
202004211q,2020-04-21,332,"Le Modérateur : Merci. Maintenant, Olivier Bossé, Le Soleil. Bossé (Olivier) : Bonjour. Justin Trudeau, ce matin, a parlé de deux avions qui sont allés récupérer du matériel de protection en Chine et qui sont revenus vides. Il y en avait un qui allait au gouvernement fédéral et un autre à une province.",non,,,,,non,non,
202004211q,2020-04-21,333,"Maintenant, Olivier Bossé, Le Soleil. Bossé (Olivier) : Bonjour. Justin Trudeau, ce matin, a parlé de deux avions qui sont allés récupérer du matériel de protection en Chine et qui sont revenus vides. Il y en avait un qui allait au gouvernement fédéral et un autre à une province. Est-ce que c'était le Québec et, si c'est le cas, c'est quoi les conséquences de ça? M. Legault : Non, ce n'était pas le Québec.",non,,,,,non,oui,
202004211q,2020-04-21,334,"Bossé (Olivier) : Bonjour. Justin Trudeau, ce matin, a parlé de deux avions qui sont allés récupérer du matériel de protection en Chine et qui sont revenus vides. Il y en avait un qui allait au gouvernement fédéral et un autre à une province. Est-ce que c'était le Québec et, si c'est le cas, c'est quoi les conséquences de ça? M. Legault : Non, ce n'était pas le Québec. Bossé (Olivier) : Non?",non,,,,,non,oui,
202004211q,2020-04-21,335,"Justin Trudeau, ce matin, a parlé de deux avions qui sont allés récupérer du matériel de protection en Chine et qui sont revenus vides. Il y en avait un qui allait au gouvernement fédéral et un autre à une province. Est-ce que c'était le Québec et, si c'est le cas, c'est quoi les conséquences de ça? M. Legault : Non, ce n'était pas le Québec. Bossé (Olivier) : Non? Mon autre question.",non,,,,,non,oui,
202004211q,2020-04-21,336,"Il y en avait un qui allait au gouvernement fédéral et un autre à une province. Est-ce que c'était le Québec et, si c'est le cas, c'est quoi les conséquences de ça? M. Legault : Non, ce n'était pas le Québec. Bossé (Olivier) : Non? Mon autre question. Mon autre question, c'était.",non,,,,,non,oui,
202004211q,2020-04-21,337,"Est-ce que c'était le Québec et, si c'est le cas, c'est quoi les conséquences de ça? M. Legault : Non, ce n'était pas le Québec. Bossé (Olivier) : Non? Mon autre question. Mon autre question, c'était. hier, vous avez parlé que les gens ont exprimé qu'ils étaient très tannés d'être à la maison.",non,,,,,non,non,
202004211q,2020-04-21,338,"Bossé (Olivier) : Non? Mon autre question. Mon autre question, c'était. hier, vous avez parlé que les gens ont exprimé qu'ils étaient très tannés d'être à la maison. On voit, aux États-Unis, il y a même des manifestations anticonfinement.",non,,,,,non,oui,
202004211q,2020-04-21,339,"Mon autre question. Mon autre question, c'était. hier, vous avez parlé que les gens ont exprimé qu'ils étaient très tannés d'être à la maison. On voit, aux États-Unis, il y a même des manifestations anticonfinement. Évidemment, on ne s'attend pas à ça au Québec, mais est-ce que vous attendez à des réactions négatives dans les prochaines semaines, déjà?",non,,,,,non,oui,
202004211q,2020-04-21,340,"Mon autre question, c'était. hier, vous avez parlé que les gens ont exprimé qu'ils étaient très tannés d'être à la maison. On voit, aux États-Unis, il y a même des manifestations anticonfinement. Évidemment, on ne s'attend pas à ça au Québec, mais est-ce que vous attendez à des réactions négatives dans les prochaines semaines, déjà? M. Legault : Bien, écoutez, là, il faudrait être déconnecté pour ne pas voir qu'il y a des gens qui sont tannés d'être à la maison, là.",non,,,,,non,non,
202004211q,2020-04-21,341,"hier, vous avez parlé que les gens ont exprimé qu'ils étaient très tannés d'être à la maison. On voit, aux États-Unis, il y a même des manifestations anticonfinement. Évidemment, on ne s'attend pas à ça au Québec, mais est-ce que vous attendez à des réactions négatives dans les prochaines semaines, déjà? M. Legault : Bien, écoutez, là, il faudrait être déconnecté pour ne pas voir qu'il y a des gens qui sont tannés d'être à la maison, là. Je pense que de nier ça, ça serait de nier la réalité.",non,,,,,non,oui,
202004211q,2020-04-21,342,"On voit, aux États-Unis, il y a même des manifestations anticonfinement. Évidemment, on ne s'attend pas à ça au Québec, mais est-ce que vous attendez à des réactions négatives dans les prochaines semaines, déjà? M. Legault : Bien, écoutez, là, il faudrait être déconnecté pour ne pas voir qu'il y a des gens qui sont tannés d'être à la maison, là. Je pense que de nier ça, ça serait de nier la réalité. Maintenant, c'est comme le moindre mal.",non,,,,,non,non,
202004211q,2020-04-21,343,"Évidemment, on ne s'attend pas à ça au Québec, mais est-ce que vous attendez à des réactions négatives dans les prochaines semaines, déjà? M. Legault : Bien, écoutez, là, il faudrait être déconnecté pour ne pas voir qu'il y a des gens qui sont tannés d'être à la maison, là. Je pense que de nier ça, ça serait de nier la réalité. Maintenant, c'est comme le moindre mal. On ne veut pas non plus que ces gens-là sortent tout à coup, puis commencent à voir d'autres personnes, puis que la propagation, là, se multiplie dans les prochaines semaines.",non,,,,,non,non,
202004211q,2020-04-21,344,"M. Legault : Bien, écoutez, là, il faudrait être déconnecté pour ne pas voir qu'il y a des gens qui sont tannés d'être à la maison, là. Je pense que de nier ça, ça serait de nier la réalité. Maintenant, c'est comme le moindre mal. On ne veut pas non plus que ces gens-là sortent tout à coup, puis commencent à voir d'autres personnes, puis que la propagation, là, se multiplie dans les prochaines semaines. C'est possible, puis je l'ai dit souvent, d'aller prendre une marche, de se tenir à deux mètres des autres personnes, de se laver les mains.",non,,,,,non,non,
202004211q,2020-04-21,345,"Je pense que de nier ça, ça serait de nier la réalité. Maintenant, c'est comme le moindre mal. On ne veut pas non plus que ces gens-là sortent tout à coup, puis commencent à voir d'autres personnes, puis que la propagation, là, se multiplie dans les prochaines semaines. C'est possible, puis je l'ai dit souvent, d'aller prendre une marche, de se tenir à deux mètres des autres personnes, de se laver les mains. Donc, il y a des façons de sortir de la maison tout en respectant certaines règles pour éviter la propagation.",non,,,,,non,non,
202004211q,2020-04-21,346,"Maintenant, c'est comme le moindre mal. On ne veut pas non plus que ces gens-là sortent tout à coup, puis commencent à voir d'autres personnes, puis que la propagation, là, se multiplie dans les prochaines semaines. C'est possible, puis je l'ai dit souvent, d'aller prendre une marche, de se tenir à deux mètres des autres personnes, de se laver les mains. Donc, il y a des façons de sortir de la maison tout en respectant certaines règles pour éviter la propagation. Bon, est-ce qu'on en viendra, là.",non,,,,,non,non,
202004211q,2020-04-21,347,"On ne veut pas non plus que ces gens-là sortent tout à coup, puis commencent à voir d'autres personnes, puis que la propagation, là, se multiplie dans les prochaines semaines. C'est possible, puis je l'ai dit souvent, d'aller prendre une marche, de se tenir à deux mètres des autres personnes, de se laver les mains. Donc, il y a des façons de sortir de la maison tout en respectant certaines règles pour éviter la propagation. Bon, est-ce qu'on en viendra, là. Dr",non,,,,,non,non,
202004211q,2020-04-21,348,"C'est possible, puis je l'ai dit souvent, d'aller prendre une marche, de se tenir à deux mètres des autres personnes, de se laver les mains. Donc, il y a des façons de sortir de la maison tout en respectant certaines règles pour éviter la propagation. Bon, est-ce qu'on en viendra, là. Dr Arruda",non,,,,,non,oui,
202004211q,2020-04-21,349,"Donc, il y a des façons de sortir de la maison tout en respectant certaines règles pour éviter la propagation. Bon, est-ce qu'on en viendra, là. Dr Arruda l'a dit hier, qu'est-ce qu'on fait avec les masques artisanaux?",non,,"la source mentionnee dans cet extrait de conference de presse est ""dr arruda"", qui est clairement identifie comme etant une personne experte sur le sujet de la covid-19. il s'agit du directeur national de la sante publique du quebec, au canada. cependant, il n'y a pas de reference specifique a une organisation ou a une institution dans cet extrait.",suppression,négatif,oui,oui,non
202004211q,2020-04-21,350,"Bon, est-ce qu'on en viendra, là. Dr Arruda l'a dit hier, qu'est-ce qu'on fait avec les masques artisanaux? Est-ce que ça pourrait aider à ce que, par exemple, un accompagnateur d'une personne qui n'est pas autonome, qui a besoin d'un accompagnement physique, là, que l'accompagnateur puisse porter un masque pour quand elle aide la personne à.",non,,,,,non,oui,
202004211q,2020-04-21,351,"Dr Arruda l'a dit hier, qu'est-ce qu'on fait avec les masques artisanaux? Est-ce que ça pourrait aider à ce que, par exemple, un accompagnateur d'une personne qui n'est pas autonome, qui a besoin d'un accompagnement physique, là, que l'accompagnateur puisse porter un masque pour quand elle aide la personne à. Bon, c'est des possibilités qu'on regarde, mais on est très prudents avant d'ouvrir trop rapidement.",non,,,,,non,oui,
202004211q,2020-04-21,352,"Arruda l'a dit hier, qu'est-ce qu'on fait avec les masques artisanaux? Est-ce que ça pourrait aider à ce que, par exemple, un accompagnateur d'une personne qui n'est pas autonome, qui a besoin d'un accompagnement physique, là, que l'accompagnateur puisse porter un masque pour quand elle aide la personne à. Bon, c'est des possibilités qu'on regarde, mais on est très prudents avant d'ouvrir trop rapidement. Mais je comprends très bien, là, que.",non,,,,,non,oui,
202004211q,2020-04-21,353,"l'a dit hier, qu'est-ce qu'on fait avec les masques artisanaux? Est-ce que ça pourrait aider à ce que, par exemple, un accompagnateur d'une personne qui n'est pas autonome, qui a besoin d'un accompagnement physique, là, que l'accompagnateur puisse porter un masque pour quand elle aide la personne à. Bon, c'est des possibilités qu'on regarde, mais on est très prudents avant d'ouvrir trop rapidement. Mais je comprends très bien, là, que. Je ne veux pas qu'on se retrouve avec des énormes problèmes de santé mentale dans les prochains mois, là.",non,,,,,non,oui,
202004211q,2020-04-21,354,"Est-ce que ça pourrait aider à ce que, par exemple, un accompagnateur d'une personne qui n'est pas autonome, qui a besoin d'un accompagnement physique, là, que l'accompagnateur puisse porter un masque pour quand elle aide la personne à. Bon, c'est des possibilités qu'on regarde, mais on est très prudents avant d'ouvrir trop rapidement. Mais je comprends très bien, là, que. Je ne veux pas qu'on se retrouve avec des énormes problèmes de santé mentale dans les prochains mois, là. Donc, il va falloir, à un moment donné, tranquillement, déconfiner.",non,,,,,non,non,
202004211q,2020-04-21,355,"Bon, c'est des possibilités qu'on regarde, mais on est très prudents avant d'ouvrir trop rapidement. Mais je comprends très bien, là, que. Je ne veux pas qu'on se retrouve avec des énormes problèmes de santé mentale dans les prochains mois, là. Donc, il va falloir, à un moment donné, tranquillement, déconfiner. Le Modérateur : Merci.",non,,,,,non,non,
202004211q,2020-04-21,356,"Mais je comprends très bien, là, que. Je ne veux pas qu'on se retrouve avec des énormes problèmes de santé mentale dans les prochains mois, là. Donc, il va falloir, à un moment donné, tranquillement, déconfiner. Le Modérateur : Merci. Maintenant, une question d'un média qui n'a pas de bureau ici, à l'Assemblée nationale, qui provient de Martin Busuttil, RNC Média.",non,,,,,non,non,
202004211q,2020-04-21,357,"Je ne veux pas qu'on se retrouve avec des énormes problèmes de santé mentale dans les prochains mois, là. Donc, il va falloir, à un moment donné, tranquillement, déconfiner. Le Modérateur : Merci. Maintenant, une question d'un média qui n'a pas de bureau ici, à l'Assemblée nationale, qui provient de Martin Busuttil, RNC Média. Si on exclut les cas particuliers des CHSLD et de la région de Montréal, la situation semble visiblement se stabiliser dans le reste du Québec.",non,,,,,non,non,
202004211q,2020-04-21,358,"Donc, il va falloir, à un moment donné, tranquillement, déconfiner. Le Modérateur : Merci. Maintenant, une question d'un média qui n'a pas de bureau ici, à l'Assemblée nationale, qui provient de Martin Busuttil, RNC Média. Si on exclut les cas particuliers des CHSLD et de la région de Montréal, la situation semble visiblement se stabiliser dans le reste du Québec. Actuellement, des millions de Québécois attendent d'en savoir plus sur la suite des choses tout en continuant de respecter les règles d'isolement.",non,,,,,non,non,
202004211q,2020-04-21,359,"Le Modérateur : Merci. Maintenant, une question d'un média qui n'a pas de bureau ici, à l'Assemblée nationale, qui provient de Martin Busuttil, RNC Média. Si on exclut les cas particuliers des CHSLD et de la région de Montréal, la situation semble visiblement se stabiliser dans le reste du Québec. Actuellement, des millions de Québécois attendent d'en savoir plus sur la suite des choses tout en continuant de respecter les règles d'isolement. Vous faites souvent référence aux meilleurs jours qui viendront, mais, dans les faits, il n'a pas été beaucoup question des détails de la relance et du déconfinement graduel qui est envisagé.",non,,,,,non,non,
202004211q,2020-04-21,360,"Maintenant, une question d'un média qui n'a pas de bureau ici, à l'Assemblée nationale, qui provient de Martin Busuttil, RNC Média. Si on exclut les cas particuliers des CHSLD et de la région de Montréal, la situation semble visiblement se stabiliser dans le reste du Québec. Actuellement, des millions de Québécois attendent d'en savoir plus sur la suite des choses tout en continuant de respecter les règles d'isolement. Vous faites souvent référence aux meilleurs jours qui viendront, mais, dans les faits, il n'a pas été beaucoup question des détails de la relance et du déconfinement graduel qui est envisagé. À quel moment comptez-vous étaler dans le détail votre stratégie de déconfinement?",non,,,,,non,oui,
202004211q,2020-04-21,361,"Si on exclut les cas particuliers des CHSLD et de la région de Montréal, la situation semble visiblement se stabiliser dans le reste du Québec. Actuellement, des millions de Québécois attendent d'en savoir plus sur la suite des choses tout en continuant de respecter les règles d'isolement. Vous faites souvent référence aux meilleurs jours qui viendront, mais, dans les faits, il n'a pas été beaucoup question des détails de la relance et du déconfinement graduel qui est envisagé. À quel moment comptez-vous étaler dans le détail votre stratégie de déconfinement? Et pourquoi la question n'a été, là, que très peu abordée jusqu'à maintenant?",non,,,,,non,oui,
202004211q,2020-04-21,362,"Actuellement, des millions de Québécois attendent d'en savoir plus sur la suite des choses tout en continuant de respecter les règles d'isolement. Vous faites souvent référence aux meilleurs jours qui viendront, mais, dans les faits, il n'a pas été beaucoup question des détails de la relance et du déconfinement graduel qui est envisagé. À quel moment comptez-vous étaler dans le détail votre stratégie de déconfinement? Et pourquoi la question n'a été, là, que très peu abordée jusqu'à maintenant? M. Legault : Bien, c'est tout simplement une question de données.",non,,,,,non,oui,
202004211q,2020-04-21,363,"Vous faites souvent référence aux meilleurs jours qui viendront, mais, dans les faits, il n'a pas été beaucoup question des détails de la relance et du déconfinement graduel qui est envisagé. À quel moment comptez-vous étaler dans le détail votre stratégie de déconfinement? Et pourquoi la question n'a été, là, que très peu abordée jusqu'à maintenant? M. Legault : Bien, c'est tout simplement une question de données. On veut être certain que ça soit stable pour un certain temps.",non,,,,,non,oui,
202004211q,2020-04-21,364,"À quel moment comptez-vous étaler dans le détail votre stratégie de déconfinement? Et pourquoi la question n'a été, là, que très peu abordée jusqu'à maintenant? M. Legault : Bien, c'est tout simplement une question de données. On veut être certain que ça soit stable pour un certain temps. Puis là il n'y a pas de règle parfaite, là.",non,,,,,non,oui,
202004211q,2020-04-21,365,"Et pourquoi la question n'a été, là, que très peu abordée jusqu'à maintenant? M. Legault : Bien, c'est tout simplement une question de données. On veut être certain que ça soit stable pour un certain temps. Puis là il n'y a pas de règle parfaite, là. Est-ce que c'est.",non,,,,,non,oui,
202004211q,2020-04-21,366,"M. Legault : Bien, c'est tout simplement une question de données. On veut être certain que ça soit stable pour un certain temps. Puis là il n'y a pas de règle parfaite, là. Est-ce que c'est. il faut que ça soit stable pour sept jours, pour 14 jours?",non,,,,,non,non,
202004211q,2020-04-21,367,"On veut être certain que ça soit stable pour un certain temps. Puis là il n'y a pas de règle parfaite, là. Est-ce que c'est. il faut que ça soit stable pour sept jours, pour 14 jours? Je regarde un peu ce qui se fait dans d'autres pays, puis ça fluctue d'un pays à l'autre, les règles qu'on se donne.",non,,,,,non,non,
