doc_ID,date,sentence_id,context
202202011q,2022-02-01,272,"Donc, allez chercher aussi la troisième dose de ce côté, et c'est surtout pour s'assurer que notre immunité est à plein régime si on est appelés à être confrontés au virus ou réappelés à être confrontés au virus. Chouinard (Tommy) : Le CIQ dit que c'est peu utile et, lui, suggère d'attendre le nouveau vaccin étant celui pouvant protéger contre des variants comme Omicron. Boileau (Luc) : La présidente du CIQ, c'est la Dre Caroline Quach, qui est une experte de très haute réputation, comme les membres aussi du CIQ."
202202011q,2022-02-01,273,"Chouinard (Tommy) : Le CIQ dit que c'est peu utile et, lui, suggère d'attendre le nouveau vaccin étant celui pouvant protéger contre des variants comme Omicron. Boileau (Luc) : La présidente du CIQ, c'est la Dre Caroline Quach, qui est une experte de très haute réputation, comme les membres aussi du CIQ. Et je lui ai parlé plusieurs fois, on se parle régulièrement, et on est conscient qu'éventuellement, il y aura un autre vaccin qui va arriver."
202202011q,2022-02-01,274,"Le CIQ dit que c'est peu utile et, lui, suggère d'attendre le nouveau vaccin étant celui pouvant protéger contre des variants comme Omicron. Boileau (Luc) : La présidente du CIQ, c'est la Dre Caroline Quach, qui est une experte de très haute réputation, comme les membres aussi du CIQ. Et je lui ai parlé plusieurs fois, on se parle régulièrement, et on est conscient qu'éventuellement, il y aura un autre vaccin qui va arriver. Et on pensait qu'il arriverait plus tôt, mais en toute vraisemblance, il n'arrivera pas."
202202011q,2022-02-01,275,"Boileau (Luc) : La présidente du CIQ, c'est la Dre Caroline Quach, qui est une experte de très haute réputation, comme les membres aussi du CIQ. Et je lui ai parlé plusieurs fois, on se parle régulièrement, et on est conscient qu'éventuellement, il y aura un autre vaccin qui va arriver. Et on pensait qu'il arriverait plus tôt, mais en toute vraisemblance, il n'arrivera pas. Donc, entre un tien et deux tu l'auras, surtout si c'est : tu ne l'auras pas, on est mieux d'y aller avec le un tien, qui est d'avoir la troisième dose, actuellement."
202202011q,2022-02-01,276,"La présidente du CIQ, c'est la Dre Caroline Quach, qui est une experte de très haute réputation, comme les membres aussi du CIQ. Et je lui ai parlé plusieurs fois, on se parle régulièrement, et on est conscient qu'éventuellement, il y aura un autre vaccin qui va arriver. Et on pensait qu'il arriverait plus tôt, mais en toute vraisemblance, il n'arrivera pas. Donc, entre un tien et deux tu l'auras, surtout si c'est : tu ne l'auras pas, on est mieux d'y aller avec le un tien, qui est d'avoir la troisième dose, actuellement. Et Dre Quach est tout à fait à l'aise avec l'idée qu'on encourage la troisième dose pour tout le monde."
202202011q,2022-02-01,277,"Et je lui ai parlé plusieurs fois, on se parle régulièrement, et on est conscient qu'éventuellement, il y aura un autre vaccin qui va arriver. Et on pensait qu'il arriverait plus tôt, mais en toute vraisemblance, il n'arrivera pas. Donc, entre un tien et deux tu l'auras, surtout si c'est : tu ne l'auras pas, on est mieux d'y aller avec le un tien, qui est d'avoir la troisième dose, actuellement. Et Dre Quach est tout à fait à l'aise avec l'idée qu'on encourage la troisième dose pour tout le monde. Ceux qui ont fait la COVID et que c'est documenté peuvent attendre huit à 12 semaines, mais s'inscrire pour le bénéfice de cette dose de rappel, c'est le geste à poser actuellement."
202202011q,2022-02-01,278,"Et on pensait qu'il arriverait plus tôt, mais en toute vraisemblance, il n'arrivera pas. Donc, entre un tien et deux tu l'auras, surtout si c'est : tu ne l'auras pas, on est mieux d'y aller avec le un tien, qui est d'avoir la troisième dose, actuellement. Et Dre Quach est tout à fait à l'aise avec l'idée qu'on encourage la troisième dose pour tout le monde. Ceux qui ont fait la COVID et que c'est documenté peuvent attendre huit à 12 semaines, mais s'inscrire pour le bénéfice de cette dose de rappel, c'est le geste à poser actuellement. Bergeron (Patrice) : Maintenant, si vous me permettez, je vais poser ma question."
202202011q,2022-02-01,279,"Donc, entre un tien et deux tu l'auras, surtout si c'est : tu ne l'auras pas, on est mieux d'y aller avec le un tien, qui est d'avoir la troisième dose, actuellement. Et Dre Quach est tout à fait à l'aise avec l'idée qu'on encourage la troisième dose pour tout le monde. Ceux qui ont fait la COVID et que c'est documenté peuvent attendre huit à 12 semaines, mais s'inscrire pour le bénéfice de cette dose de rappel, c'est le geste à poser actuellement. Bergeron (Patrice) : Maintenant, si vous me permettez, je vais poser ma question. LaPresse canadienne, Patrice Bergeron."
202202011q,2022-02-01,280,"Et Dre Quach est tout à fait à l'aise avec l'idée qu'on encourage la troisième dose pour tout le monde. Ceux qui ont fait la COVID et que c'est documenté peuvent attendre huit à 12 semaines, mais s'inscrire pour le bénéfice de cette dose de rappel, c'est le geste à poser actuellement. Bergeron (Patrice) : Maintenant, si vous me permettez, je vais poser ma question. LaPresse canadienne, Patrice Bergeron. Dubé, vous, personnellement, avant même qu'il y ait discussion là-dessus, est-ce que vous étiez favorable à la question d'une contribution santé?"
202202011q,2022-02-01,281,"Ceux qui ont fait la COVID et que c'est documenté peuvent attendre huit à 12 semaines, mais s'inscrire pour le bénéfice de cette dose de rappel, c'est le geste à poser actuellement. Bergeron (Patrice) : Maintenant, si vous me permettez, je vais poser ma question. LaPresse canadienne, Patrice Bergeron. Dubé, vous, personnellement, avant même qu'il y ait discussion là-dessus, est-ce que vous étiez favorable à la question d'une contribution santé? M. Dubé : Écoutez, je pense que ça, c'est des discussions qu'on fait à l'interne dans nos groupes, puis j'ai toujours, comme tous mes collègues, supporté les décisions qu'on a prises."
202202011q,2022-02-01,282,"Bergeron (Patrice) : Maintenant, si vous me permettez, je vais poser ma question. LaPresse canadienne, Patrice Bergeron. Dubé, vous, personnellement, avant même qu'il y ait discussion là-dessus, est-ce que vous étiez favorable à la question d'une contribution santé? M. Dubé : Écoutez, je pense que ça, c'est des discussions qu'on fait à l'interne dans nos groupes, puis j'ai toujours, comme tous mes collègues, supporté les décisions qu'on a prises. Alors, moi, je suis très à l'aise avec la décision qui a été annoncée par le premier ministre aujourd'hui."
202202011q,2022-02-01,283,"LaPresse canadienne, Patrice Bergeron. Dubé, vous, personnellement, avant même qu'il y ait discussion là-dessus, est-ce que vous étiez favorable à la question d'une contribution santé? M. Dubé : Écoutez, je pense que ça, c'est des discussions qu'on fait à l'interne dans nos groupes, puis j'ai toujours, comme tous mes collègues, supporté les décisions qu'on a prises. Alors, moi, je suis très à l'aise avec la décision qui a été annoncée par le premier ministre aujourd'hui. Bergeron (Patrice) :"
202202011q,2022-02-01,284,"Dubé, vous, personnellement, avant même qu'il y ait discussion là-dessus, est-ce que vous étiez favorable à la question d'une contribution santé? M. Dubé : Écoutez, je pense que ça, c'est des discussions qu'on fait à l'interne dans nos groupes, puis j'ai toujours, comme tous mes collègues, supporté les décisions qu'on a prises. Alors, moi, je suis très à l'aise avec la décision qui a été annoncée par le premier ministre aujourd'hui. Bergeron (Patrice) : Par ailleurs, il est souvent question de la capacité hospitalière du Québec."
202202011q,2022-02-01,285,"M. Dubé : Écoutez, je pense que ça, c'est des discussions qu'on fait à l'interne dans nos groupes, puis j'ai toujours, comme tous mes collègues, supporté les décisions qu'on a prises. Alors, moi, je suis très à l'aise avec la décision qui a été annoncée par le premier ministre aujourd'hui. Bergeron (Patrice) : Par ailleurs, il est souvent question de la capacité hospitalière du Québec. Donc, dans votre futur plan santé, donc, il y aura vraisemblablement l'augmentation, donc, de la capacité hospitalière."
202202011q,2022-02-01,286,"Alors, moi, je suis très à l'aise avec la décision qui a été annoncée par le premier ministre aujourd'hui. Bergeron (Patrice) : Par ailleurs, il est souvent question de la capacité hospitalière du Québec. Donc, dans votre futur plan santé, donc, il y aura vraisemblablement l'augmentation, donc, de la capacité hospitalière. Ça devrait se chiffrer à combien, selon vous, la capacité optimale hospitalière du Québec, là?"
202202011q,2022-02-01,287,"Bergeron (Patrice) : Par ailleurs, il est souvent question de la capacité hospitalière du Québec. Donc, dans votre futur plan santé, donc, il y aura vraisemblablement l'augmentation, donc, de la capacité hospitalière. Ça devrait se chiffrer à combien, selon vous, la capacité optimale hospitalière du Québec, là? M. Legault ou M. Dubé : Bien, écoutez, je suis très content que vous vous intéressiez au plan qu'on va déposer dans quelques semaines."
202202011q,2022-02-01,288,"Par ailleurs, il est souvent question de la capacité hospitalière du Québec. Donc, dans votre futur plan santé, donc, il y aura vraisemblablement l'augmentation, donc, de la capacité hospitalière. Ça devrait se chiffrer à combien, selon vous, la capacité optimale hospitalière du Québec, là? M. Legault ou M. Dubé : Bien, écoutez, je suis très content que vous vous intéressiez au plan qu'on va déposer dans quelques semaines. Je vous demanderais d'être patient puis on donnera toute l'information sur ces questions-là lorsqu'on déposera le plan."
202202011q,2022-02-01,289,"Donc, dans votre futur plan santé, donc, il y aura vraisemblablement l'augmentation, donc, de la capacité hospitalière. Ça devrait se chiffrer à combien, selon vous, la capacité optimale hospitalière du Québec, là? M. Legault ou M. Dubé : Bien, écoutez, je suis très content que vous vous intéressiez au plan qu'on va déposer dans quelques semaines. Je vous demanderais d'être patient puis on donnera toute l'information sur ces questions-là lorsqu'on déposera le plan. Bergeron (Patrice) :"
202202011q,2022-02-01,290,"Ça devrait se chiffrer à combien, selon vous, la capacité optimale hospitalière du Québec, là? M. Legault ou M. Dubé : Bien, écoutez, je suis très content que vous vous intéressiez au plan qu'on va déposer dans quelques semaines. Je vous demanderais d'être patient puis on donnera toute l'information sur ces questions-là lorsqu'on déposera le plan. Bergeron (Patrice) : Si on est moins patient, vous n'avez pas une idée de chiffre?"
202202011q,2022-02-01,291,"M. Legault ou M. Dubé : Bien, écoutez, je suis très content que vous vous intéressiez au plan qu'on va déposer dans quelques semaines. Je vous demanderais d'être patient puis on donnera toute l'information sur ces questions-là lorsqu'on déposera le plan. Bergeron (Patrice) : Si on est moins patient, vous n'avez pas une idée de chiffre? M. Dubé : Bien, écoutez, je vous dirais que ça s'en vient, on travaille là-dessus."
202202011q,2022-02-01,292,"Je vous demanderais d'être patient puis on donnera toute l'information sur ces questions-là lorsqu'on déposera le plan. Bergeron (Patrice) : Si on est moins patient, vous n'avez pas une idée de chiffre? M. Dubé : Bien, écoutez, je vous dirais que ça s'en vient, on travaille là-dessus. Je pense qu'on a beaucoup appris de la pandémie, et je pense que les recommandations qu'on va mettre dans le plan vont être très claires pour que plus jamais on ne se retrouve dans la position qu'on est aujourd'hui."
202202011q,2022-02-01,293,"Bergeron (Patrice) : Si on est moins patient, vous n'avez pas une idée de chiffre? M. Dubé : Bien, écoutez, je vous dirais que ça s'en vient, on travaille là-dessus. Je pense qu'on a beaucoup appris de la pandémie, et je pense que les recommandations qu'on va mettre dans le plan vont être très claires pour que plus jamais on ne se retrouve dans la position qu'on est aujourd'hui. Le Modérateur : Nous en sommes maintenant à la période des questions en anglais."
202202011q,2022-02-01,294,"Si on est moins patient, vous n'avez pas une idée de chiffre? M. Dubé : Bien, écoutez, je vous dirais que ça s'en vient, on travaille là-dessus. Je pense qu'on a beaucoup appris de la pandémie, et je pense que les recommandations qu'on va mettre dans le plan vont être très claires pour que plus jamais on ne se retrouve dans la position qu'on est aujourd'hui. Le Modérateur : Nous en sommes maintenant à la période des questions en anglais. Nous allons commencer avec M. Lavallée (Hugo) : Pouvez-vous répéter en français."
202202011q,2022-02-01,295,"M. Dubé : Bien, écoutez, je vous dirais que ça s'en vient, on travaille là-dessus. Je pense qu'on a beaucoup appris de la pandémie, et je pense que les recommandations qu'on va mettre dans le plan vont être très claires pour que plus jamais on ne se retrouve dans la position qu'on est aujourd'hui. Le Modérateur : Nous en sommes maintenant à la période des questions en anglais. Nous allons commencer avec M. Lavallée (Hugo) : Pouvez-vous répéter en français. Bien, écoutez, la raison pourquoi on a choisi de retarder le projet d'agrandissement de Dawson, c'est parce qu'il y a beaucoup de projets dans des cégeps francophones."
202202011q,2022-02-01,296,"Je pense qu'on a beaucoup appris de la pandémie, et je pense que les recommandations qu'on va mettre dans le plan vont être très claires pour que plus jamais on ne se retrouve dans la position qu'on est aujourd'hui. Le Modérateur : Nous en sommes maintenant à la période des questions en anglais. Nous allons commencer avec M. Lavallée (Hugo) : Pouvez-vous répéter en français. Bien, écoutez, la raison pourquoi on a choisi de retarder le projet d'agrandissement de Dawson, c'est parce qu'il y a beaucoup de projets dans des cégeps francophones. D'abord, c'est important de rappeler qu'à Dawson il y a seulement 50 % des étudiants qui sont des anglophones."
202202011q,2022-02-01,297,"Le Modérateur : Nous en sommes maintenant à la période des questions en anglais. Nous allons commencer avec M. Lavallée (Hugo) : Pouvez-vous répéter en français. Bien, écoutez, la raison pourquoi on a choisi de retarder le projet d'agrandissement de Dawson, c'est parce qu'il y a beaucoup de projets dans des cégeps francophones. D'abord, c'est important de rappeler qu'à Dawson il y a seulement 50 % des étudiants qui sont des anglophones. Et on pense qu'actuellement, quand on choisit les priorités, c'est préférable de, d'abord, procéder à l'expansion des cégeps francophones."
202202011q,2022-02-01,298,"Nous allons commencer avec M. Lavallée (Hugo) : Pouvez-vous répéter en français. Bien, écoutez, la raison pourquoi on a choisi de retarder le projet d'agrandissement de Dawson, c'est parce qu'il y a beaucoup de projets dans des cégeps francophones. D'abord, c'est important de rappeler qu'à Dawson il y a seulement 50 % des étudiants qui sont des anglophones. Et on pense qu'actuellement, quand on choisit les priorités, c'est préférable de, d'abord, procéder à l'expansion des cégeps francophones. Le Modérateur : Raquel Fletcher, Global."
202202011q,2022-02-01,299,"Bien, écoutez, la raison pourquoi on a choisi de retarder le projet d'agrandissement de Dawson, c'est parce qu'il y a beaucoup de projets dans des cégeps francophones. D'abord, c'est important de rappeler qu'à Dawson il y a seulement 50 % des étudiants qui sont des anglophones. Et on pense qu'actuellement, quand on choisit les priorités, c'est préférable de, d'abord, procéder à l'expansion des cégeps francophones. Le Modérateur : Raquel Fletcher, Global. Dubé : First, I'm not."
202202011q,2022-02-01,300,"D'abord, c'est important de rappeler qu'à Dawson il y a seulement 50 % des étudiants qui sont des anglophones. Et on pense qu'actuellement, quand on choisit les priorités, c'est préférable de, d'abord, procéder à l'expansion des cégeps francophones. Le Modérateur : Raquel Fletcher, Global. Dubé : First, I'm not. Dubé : OK."
202202011q,2022-02-01,301,"Et on pense qu'actuellement, quand on choisit les priorités, c'est préférable de, d'abord, procéder à l'expansion des cégeps francophones. Le Modérateur : Raquel Fletcher, Global. Dubé : First, I'm not. Dubé : OK. l. Le Modérateur : Cathy Senay."
202202011q,2022-02-01,302,"Le Modérateur : Raquel Fletcher, Global. Dubé : First, I'm not. Dubé : OK. l. Le Modérateur : Cathy Senay. In Québec."
202202011q,2022-02-01,303,"Dubé : First, I'm not. Dubé : OK. l. Le Modérateur : Cathy Senay. In Québec. Le Modérateur : Andrew Brennan, CTV."
202202011q,2022-02-01,304,"Dubé : OK. l. Le Modérateur : Cathy Senay. In Québec. Le Modérateur : Andrew Brennan, CTV. Le Modérateur : C'est ce qui met fin à cette conférence de presse."
202202011q,2022-02-01,305,"l. Le Modérateur : Cathy Senay. In Québec. Le Modérateur : Andrew Brennan, CTV. Le Modérateur : C'est ce qui met fin à cette conférence de presse. Et je tiens à vous remercier pour votre collaboration et votre concision."
202202011q,2022-02-01,306,"In Québec. Le Modérateur : Andrew Brennan, CTV. Le Modérateur : C'est ce qui met fin à cette conférence de presse. Et je tiens à vous remercier pour votre collaboration et votre concision. (Fin de la séance à 13 h 53)Fin de la transcription"
202202011q,2022-02-01,307,"Le Modérateur : Andrew Brennan, CTV. Le Modérateur : C'est ce qui met fin à cette conférence de presse. Et je tiens à vous remercier pour votre collaboration et votre concision. (Fin de la séance à 13 h 53)Fin de la transcription"
202202011q,2022-02-01,308,Le Modérateur : C'est ce qui met fin à cette conférence de presse. Et je tiens à vous remercier pour votre collaboration et votre concision. (Fin de la séance à 13 h 53)Fin de la transcription
202105251q,2021-05-25,0,"Titre et participants : Conférence de presse de M. François Legault, premier ministre, et M. Christian Dubé, ministre de la Santé et des Services sociaux. Sujet : Situation au Québec quant à la COVID-19. 30)"
202105251q,2021-05-25,1,"Titre et participants : Conférence de presse de M. François Legault, premier ministre, et M. Christian Dubé, ministre de la Santé et des Services sociaux. Sujet : Situation au Québec quant à la COVID-19. 30) , édifice Pamphile"
202105251q,2021-05-25,2,"Titre et participants : Conférence de presse de M. François Legault, premier ministre, et M. Christian Dubé, ministre de la Santé et des Services sociaux. Sujet : Situation au Québec quant à la COVID-19. 30) , édifice Pamphile -"
202105251q,2021-05-25,3,"Sujet : Situation au Québec quant à la COVID-19. 30) , édifice Pamphile - Le May."
202105251q,2021-05-25,4,"30) , édifice Pamphile - Le May. Début de la transcription :"
202105251q,2021-05-25,5,", édifice Pamphile - Le May. Début de la transcription : (Treize heures deux minutes)"
202105251q,2021-05-25,6,"- Le May. Début de la transcription : (Treize heures deux minutes) Le Modérateur : Alors, bonjour à toutes et à tous."
202105251q,2021-05-25,7,"Le May. Début de la transcription : (Treize heures deux minutes) Le Modérateur : Alors, bonjour à toutes et à tous. Bienvenue à ce point de presse de François Legault, premier ministre du Québec, Christian Dubé, ministre de la Santé et des Services sociaux, Dr Horacio Arruda, directeur national de santé publique."
202105251q,2021-05-25,8,"Début de la transcription : (Treize heures deux minutes) Le Modérateur : Alors, bonjour à toutes et à tous. Bienvenue à ce point de presse de François Legault, premier ministre du Québec, Christian Dubé, ministre de la Santé et des Services sociaux, Dr Horacio Arruda, directeur national de santé publique. le premier ministre, je vous cède la parole."
202105251q,2021-05-25,9,"(Treize heures deux minutes) Le Modérateur : Alors, bonjour à toutes et à tous. Bienvenue à ce point de presse de François Legault, premier ministre du Québec, Christian Dubé, ministre de la Santé et des Services sociaux, Dr Horacio Arruda, directeur national de santé publique. le premier ministre, je vous cède la parole. Legault : Bonjour, tout le monde."
202105251q,2021-05-25,10,"Le Modérateur : Alors, bonjour à toutes et à tous. Bienvenue à ce point de presse de François Legault, premier ministre du Québec, Christian Dubé, ministre de la Santé et des Services sociaux, Dr Horacio Arruda, directeur national de santé publique. le premier ministre, je vous cède la parole. Legault : Bonjour, tout le monde. J'espère que vous avez passé une aussi bonne fin de semaine que moi."
202105251q,2021-05-25,11,"Bienvenue à ce point de presse de François Legault, premier ministre du Québec, Christian Dubé, ministre de la Santé et des Services sociaux, Dr Horacio Arruda, directeur national de santé publique. le premier ministre, je vous cède la parole. Legault : Bonjour, tout le monde. J'espère que vous avez passé une aussi bonne fin de semaine que moi. Comme j'ai beaucoup regardé les chiffres, je n'ai pas pu m'empêcher d'avoir un grand sourire toute la fin de semaine."
202105251q,2021-05-25,12,"le premier ministre, je vous cède la parole. Legault : Bonjour, tout le monde. J'espère que vous avez passé une aussi bonne fin de semaine que moi. Comme j'ai beaucoup regardé les chiffres, je n'ai pas pu m'empêcher d'avoir un grand sourire toute la fin de semaine. Et donc les chiffres sont bons."
202105251q,2021-05-25,13,"Legault : Bonjour, tout le monde. J'espère que vous avez passé une aussi bonne fin de semaine que moi. Comme j'ai beaucoup regardé les chiffres, je n'ai pas pu m'empêcher d'avoir un grand sourire toute la fin de semaine. Et donc les chiffres sont bons. La tendance est bonne."
202105251q,2021-05-25,14,"J'espère que vous avez passé une aussi bonne fin de semaine que moi. Comme j'ai beaucoup regardé les chiffres, je n'ai pas pu m'empêcher d'avoir un grand sourire toute la fin de semaine. Et donc les chiffres sont bons. La tendance est bonne. On voit une diminution des cas, diminution des hospitalisations."
202105251q,2021-05-25,15,"Comme j'ai beaucoup regardé les chiffres, je n'ai pas pu m'empêcher d'avoir un grand sourire toute la fin de semaine. Et donc les chiffres sont bons. La tendance est bonne. On voit une diminution des cas, diminution des hospitalisations. Le taux de tests positifs est rendu à 2,3 %."
202105251q,2021-05-25,16,"Et donc les chiffres sont bons. La tendance est bonne. On voit une diminution des cas, diminution des hospitalisations. Le taux de tests positifs est rendu à 2,3 %. Juste pour vous donner un comparatif, en Ontario, hier, il était à 6,2 %, donc plus que le double."
202105251q,2021-05-25,17,"La tendance est bonne. On voit une diminution des cas, diminution des hospitalisations. Le taux de tests positifs est rendu à 2,3 %. Juste pour vous donner un comparatif, en Ontario, hier, il était à 6,2 %, donc plus que le double. L'équipe de vaccination continue à faire un travail extraordinaire."
202105251q,2021-05-25,18,"On voit une diminution des cas, diminution des hospitalisations. Le taux de tests positifs est rendu à 2,3 %. Juste pour vous donner un comparatif, en Ontario, hier, il était à 6,2 %, donc plus que le double. L'équipe de vaccination continue à faire un travail extraordinaire. Le Québec reste premier, donc, première province sur 10 pour le pourcentage de population qui a reçu la première dose."
202105251q,2021-05-25,19,"Le taux de tests positifs est rendu à 2,3 %. Juste pour vous donner un comparatif, en Ontario, hier, il était à 6,2 %, donc plus que le double. L'équipe de vaccination continue à faire un travail extraordinaire. Le Québec reste premier, donc, première province sur 10 pour le pourcentage de population qui a reçu la première dose. Donc, bravo, Christian, à toute l'équipe de vaccination, puis bravo aussi aux Québécois."
202105251q,2021-05-25,20,"Juste pour vous donner un comparatif, en Ontario, hier, il était à 6,2 %, donc plus que le double. L'équipe de vaccination continue à faire un travail extraordinaire. Le Québec reste premier, donc, première province sur 10 pour le pourcentage de population qui a reçu la première dose. Donc, bravo, Christian, à toute l'équipe de vaccination, puis bravo aussi aux Québécois. Les Québécois répondent à l'appel, les Québécois de tous les âges."
202105251q,2021-05-25,21,"L'équipe de vaccination continue à faire un travail extraordinaire. Le Québec reste premier, donc, première province sur 10 pour le pourcentage de population qui a reçu la première dose. Donc, bravo, Christian, à toute l'équipe de vaccination, puis bravo aussi aux Québécois. Les Québécois répondent à l'appel, les Québécois de tous les âges. Donc, moi, je suis vraiment fier de la réponse et puis de la solidarité des Québécois."
202105251q,2021-05-25,22,"Le Québec reste premier, donc, première province sur 10 pour le pourcentage de population qui a reçu la première dose. Donc, bravo, Christian, à toute l'équipe de vaccination, puis bravo aussi aux Québécois. Les Québécois répondent à l'appel, les Québécois de tous les âges. Donc, moi, je suis vraiment fier de la réponse et puis de la solidarité des Québécois. Je veux, entre autres, dire un mot sur les Beaucerons."
202105251q,2021-05-25,23,"Donc, bravo, Christian, à toute l'équipe de vaccination, puis bravo aussi aux Québécois. Les Québécois répondent à l'appel, les Québécois de tous les âges. Donc, moi, je suis vraiment fier de la réponse et puis de la solidarité des Québécois. Je veux, entre autres, dire un mot sur les Beaucerons. On a vu que les dernières semaines avaient été difficiles."
202105251q,2021-05-25,24,"Les Québécois répondent à l'appel, les Québécois de tous les âges. Donc, moi, je suis vraiment fier de la réponse et puis de la solidarité des Québécois. Je veux, entre autres, dire un mot sur les Beaucerons. On a vu que les dernières semaines avaient été difficiles. Or, quand vous regardez les chiffres depuis quelques jours, immense amélioration en Beauce et dans ce coin-là, Etchemins et compagnie."
202105251q,2021-05-25,25,"Donc, moi, je suis vraiment fier de la réponse et puis de la solidarité des Québécois. Je veux, entre autres, dire un mot sur les Beaucerons. On a vu que les dernières semaines avaient été difficiles. Or, quand vous regardez les chiffres depuis quelques jours, immense amélioration en Beauce et dans ce coin-là, Etchemins et compagnie. Donc, bravo pour ce grand redressement."
202105251q,2021-05-25,26,"Je veux, entre autres, dire un mot sur les Beaucerons. On a vu que les dernières semaines avaient été difficiles. Or, quand vous regardez les chiffres depuis quelques jours, immense amélioration en Beauce et dans ce coin-là, Etchemins et compagnie. Donc, bravo pour ce grand redressement. Donc, ceci étant dit, le plan de déconfinement qu'on vous a annoncé la semaine passée peut commencer."
202105251q,2021-05-25,27,"On a vu que les dernières semaines avaient été difficiles. Or, quand vous regardez les chiffres depuis quelques jours, immense amélioration en Beauce et dans ce coin-là, Etchemins et compagnie. Donc, bravo pour ce grand redressement. Donc, ceci étant dit, le plan de déconfinement qu'on vous a annoncé la semaine passée peut commencer. Donc, on va évidemment être prudents, y aller graduellement, mais, comme prévu, donc vendredi qui vient, donc le 28 mai, les restaurants."
202105251q,2021-05-25,28,"Or, quand vous regardez les chiffres depuis quelques jours, immense amélioration en Beauce et dans ce coin-là, Etchemins et compagnie. Donc, bravo pour ce grand redressement. Donc, ceci étant dit, le plan de déconfinement qu'on vous a annoncé la semaine passée peut commencer. Donc, on va évidemment être prudents, y aller graduellement, mais, comme prévu, donc vendredi qui vient, donc le 28 mai, les restaurants. les terrasses des restaurants vont pouvoir être ouvertes partout au Québec."
202105251q,2021-05-25,29,"Donc, bravo pour ce grand redressement. Donc, ceci étant dit, le plan de déconfinement qu'on vous a annoncé la semaine passée peut commencer. Donc, on va évidemment être prudents, y aller graduellement, mais, comme prévu, donc vendredi qui vient, donc le 28 mai, les restaurants. les terrasses des restaurants vont pouvoir être ouvertes partout au Québec. On va enlever le couvre-feu partout au Québec, et aussi les rassemblements dans les cours vont être permis pour un maximum de huit personnes."
202105251q,2021-05-25,30,"Donc, ceci étant dit, le plan de déconfinement qu'on vous a annoncé la semaine passée peut commencer. Donc, on va évidemment être prudents, y aller graduellement, mais, comme prévu, donc vendredi qui vient, donc le 28 mai, les restaurants. les terrasses des restaurants vont pouvoir être ouvertes partout au Québec. On va enlever le couvre-feu partout au Québec, et aussi les rassemblements dans les cours vont être permis pour un maximum de huit personnes. Je le sais, je suis le premier à suivre la météo pour vendredi soir qui vient, on annonce 16°, 17° à Montréal, c'est un peu froid, mais c'est mieux que rien."
202105251q,2021-05-25,31,"Donc, on va évidemment être prudents, y aller graduellement, mais, comme prévu, donc vendredi qui vient, donc le 28 mai, les restaurants. les terrasses des restaurants vont pouvoir être ouvertes partout au Québec. On va enlever le couvre-feu partout au Québec, et aussi les rassemblements dans les cours vont être permis pour un maximum de huit personnes. Je le sais, je suis le premier à suivre la météo pour vendredi soir qui vient, on annonce 16°, 17° à Montréal, c'est un peu froid, mais c'est mieux que rien. Donc, on va pouvoir se réunir avec des amis."
202105251q,2021-05-25,32,"les terrasses des restaurants vont pouvoir être ouvertes partout au Québec. On va enlever le couvre-feu partout au Québec, et aussi les rassemblements dans les cours vont être permis pour un maximum de huit personnes. Je le sais, je suis le premier à suivre la météo pour vendredi soir qui vient, on annonce 16°, 17° à Montréal, c'est un peu froid, mais c'est mieux que rien. Donc, on va pouvoir se réunir avec des amis. Donc, c'est une bonne nouvelle."
202105251q,2021-05-25,33,"On va enlever le couvre-feu partout au Québec, et aussi les rassemblements dans les cours vont être permis pour un maximum de huit personnes. Je le sais, je suis le premier à suivre la météo pour vendredi soir qui vient, on annonce 16°, 17° à Montréal, c'est un peu froid, mais c'est mieux que rien. Donc, on va pouvoir se réunir avec des amis. Donc, c'est une bonne nouvelle. Deuxième étape, ça vient vite, c'est lundi prochain, le 31 mai."
202105251q,2021-05-25,34,"Je le sais, je suis le premier à suivre la météo pour vendredi soir qui vient, on annonce 16°, 17° à Montréal, c'est un peu froid, mais c'est mieux que rien. Donc, on va pouvoir se réunir avec des amis. Donc, c'est une bonne nouvelle. Deuxième étape, ça vient vite, c'est lundi prochain, le 31 mai. Donc, comme prévu, la majorité des régions vont passer au orange."
202105251q,2021-05-25,35,"Donc, on va pouvoir se réunir avec des amis. Donc, c'est une bonne nouvelle. Deuxième étape, ça vient vite, c'est lundi prochain, le 31 mai. Donc, comme prévu, la majorité des régions vont passer au orange. Donc, on a la Capitale-Nationale, la Montérégie, les Laurentides, Lanaudière et l'Outaouais qui vont passer complètement au orange."
202105251q,2021-05-25,36,"Donc, c'est une bonne nouvelle. Deuxième étape, ça vient vite, c'est lundi prochain, le 31 mai. Donc, comme prévu, la majorité des régions vont passer au orange. Donc, on a la Capitale-Nationale, la Montérégie, les Laurentides, Lanaudière et l'Outaouais qui vont passer complètement au orange. Ça veut dire, essentiellement, tous les élèves de secondaire III, IV, V vont maintenant être à temps plein."
